epoch, batch, loss, loss_f, f_mae, f_rmse
  181,     1,        0.0053036,        0.0053036,         0.022131,         0.034627
  181,     2,        0.0022158,        0.0022158,         0.016176,         0.022382
  181,     3,         0.010034,         0.010034,         0.031473,         0.047629
  181,     4,        0.0048129,        0.0048129,         0.026463,         0.032986
  181,     5,         0.010723,         0.010723,         0.035088,         0.049237
  182,     1,        0.0058846,        0.0058846,         0.026129,         0.036475
  182,     2,        0.0025571,        0.0025571,         0.018448,         0.024044
  182,     3,        0.0049621,        0.0049621,         0.020404,         0.033494
  182,     4,        0.0046884,        0.0046884,         0.024038,         0.032557
  182,     5,         0.009509,         0.009509,          0.02986,         0.046366
  183,     1,        0.0087886,        0.0087886,         0.029206,         0.044575
  183,     2,        0.0040299,        0.0040299,         0.021272,         0.030184
  183,     3,         0.052198,         0.052198,         0.072282,          0.10863
  183,     4,        0.0090476,        0.0090476,         0.028473,         0.045227
  183,     5,        0.0074222,        0.0074222,         0.029519,         0.040964
  184,     1,         0.012537,         0.012537,          0.03472,         0.053239
  184,     2,         0.031119,         0.031119,         0.060025,         0.083878
  184,     3,        0.0074376,        0.0074376,          0.03219,         0.041006
  184,     4,        0.0039028,        0.0039028,         0.020929,         0.029704
  184,     5,        0.0024551,        0.0024551,         0.016137,          0.02356
  185,     1,        0.0053263,        0.0053263,         0.026473,         0.034701
  185,     2,        0.0016228,        0.0016228,         0.015165,         0.019154
  185,     3,        0.0089726,        0.0089726,         0.023761,         0.045039
  185,     4,         0.014274,         0.014274,          0.03583,         0.056807
  185,     5,        0.0079795,        0.0079795,         0.031208,         0.042474
  186,     1,        0.0083344,        0.0083344,          0.03135,         0.043408
  186,     2,        0.0050988,        0.0050988,          0.02217,         0.033952
  186,     3,        0.0056365,        0.0056365,         0.027654,         0.035697
  186,     4,        0.0029789,        0.0029789,         0.019745,         0.025951
  186,     5,        0.0027093,        0.0027093,          0.01748,         0.024749
  187,     1,        0.0015525,        0.0015525,         0.015205,         0.018735
  187,     2,        0.0053268,        0.0053268,         0.024666,         0.034703
  187,     3,        0.0028321,        0.0028321,         0.020144,         0.025304
  187,     4,         0.010454,         0.010454,         0.027619,         0.048614
  187,     5,        0.0039811,        0.0039811,         0.022746,         0.030001
  188,     1,        0.0034921,        0.0034921,         0.021971,         0.028098
  188,     2,        0.0038876,        0.0038876,         0.021067,         0.029646
  188,     3,        0.0012217,        0.0012217,         0.012236,          0.01662
  188,     4,          0.00356,          0.00356,         0.019099,          0.02837
  188,     5,        0.0050791,        0.0050791,          0.01823,         0.033886
  189,     1,        0.0048348,        0.0048348,         0.017366,         0.033061
  189,     2,         0.006838,         0.006838,         0.031201,         0.039318
  189,     3,        0.0046712,        0.0046712,         0.020543,         0.032497
  189,     4,        0.0033456,        0.0033456,         0.019876,         0.027502
  189,     5,        0.0027686,        0.0027686,         0.021199,         0.025018
  190,     1,        0.0031933,        0.0031933,         0.016885,         0.026869
  190,     2,        0.0067412,        0.0067412,         0.025159,         0.039039
  190,     3,         0.003272,         0.003272,         0.020229,         0.027198
  190,     4,        0.0011527,        0.0011527,        0.0099315,         0.016143
  190,     5,        0.0042451,        0.0042451,         0.024358,         0.030979
  191,     1,        0.0039734,        0.0039734,         0.017606,         0.029972
  191,     2,         0.002613,         0.002613,         0.018899,         0.024305
  191,     3,        0.0075584,        0.0075584,         0.026705,         0.041338
  191,     4,        0.0019133,        0.0019133,         0.017484,         0.020798
  191,     5,        0.0068477,        0.0068477,         0.030036,         0.039346
  192,     1,        0.0022154,        0.0022154,         0.017584,          0.02238
  192,     2,       0.00084354,       0.00084354,         0.010584,          0.01381
  192,     3,        0.0041829,        0.0041829,         0.022118,         0.030752
  192,     4,        0.0050826,        0.0050826,          0.02246,         0.033898
  192,     5,        0.0039671,        0.0039671,         0.018713,         0.029948
  193,     1,        0.0032665,        0.0032665,         0.016045,         0.027175
  193,     2,         0.005628,         0.005628,         0.027618,          0.03567
  193,     3,        0.0030118,        0.0030118,         0.020583,         0.026094
  193,     4,        0.0016679,        0.0016679,         0.014699,         0.019418
  193,     5,        0.0074914,        0.0074914,         0.024561,         0.041154
  194,     1,        0.0025956,        0.0025956,         0.019744,         0.024224
  194,     2,        0.0020789,        0.0020789,         0.013343,         0.021679
  194,     3,        0.0044627,        0.0044627,         0.023961,         0.031764
  194,     4,        0.0025681,        0.0025681,         0.014241,         0.024095
  194,     5,        0.0068604,        0.0068604,         0.023194,         0.039383
  195,     1,        0.0015051,        0.0015051,         0.014173,         0.018446
  195,     2,        0.0030187,        0.0030187,         0.019751,         0.026124
  195,     3,        0.0053028,        0.0053028,         0.016577,         0.034624
  195,     4,        0.0027179,        0.0027179,          0.01794,         0.024788
  195,     5,        0.0054145,        0.0054145,          0.02242,         0.034987
  196,     1,        0.0024199,        0.0024199,         0.019763,          0.02339
  196,     2,        0.0048381,        0.0048381,         0.020173,         0.033072
  196,     3,        0.0043113,        0.0043113,         0.020736,          0.03122
  196,     4,        0.0022921,        0.0022921,         0.017795,         0.022764
  196,     5,       0.00048805,       0.00048805,        0.0082848,         0.010504
  197,     1,        0.0020461,        0.0020461,         0.016855,         0.021508
  197,     2,       0.00044896,       0.00044896,        0.0080808,         0.010075
  197,     3,        0.0040213,        0.0040213,         0.016031,         0.030152
  197,     4,        0.0034865,        0.0034865,         0.017117,         0.028076
  197,     5,        0.0021132,        0.0021132,         0.015107,         0.021858
  198,     1,        0.0028067,        0.0028067,         0.018542,          0.02519
  198,     2,        0.0019715,        0.0019715,          0.01548,         0.021112
  198,     3,        0.0031983,        0.0031983,         0.017856,          0.02689
  198,     4,       0.00029562,       0.00029562,        0.0066528,        0.0081752
  198,     5,        0.0064852,        0.0064852,         0.023073,         0.038291
  199,     1,        0.0017874,        0.0017874,         0.013654,         0.020102
  199,     2,         0.004551,         0.004551,         0.019258,         0.032076
  199,     3,       0.00043807,       0.00043807,        0.0074709,        0.0099518
  199,     4,        0.0025402,        0.0025402,           0.0183,         0.023964
  199,     5,        0.0086566,        0.0086566,         0.026731,         0.044239
  200,     1,         0.001582,         0.001582,          0.01409,         0.018912
  200,     2,        0.0014884,        0.0014884,         0.012308,         0.018344
  200,     3,       0.00066599,       0.00066599,        0.0096303,         0.012271
  200,     4,        0.0057573,        0.0057573,         0.017984,         0.036078
  200,     5,        0.0020025,        0.0020025,          0.01631,         0.021277
